"","X","Taxa","INC","COLD","plate_num","date","viable","DAY","END","germination","mold","adj_total","force","germ_perc","censor","chill_time","warmT"
"668.1",668,"Cryptotaenia canadensis","L","i",233,"2018-01-01",0,NA,0,3,0,17,20,0.176470588235294,2,91,20
"668.2",668,"Cryptotaenia canadensis","L","i",233,"2018-01-01",0,NA,0,3,0,17,20,0.176470588235294,2,91,20
"669",669,"Cryptotaenia canadensis","L","i",234,"2018-01-01",0,NA,0,1,0,20,20,0.05,2,91,20
"682",682,"Eurbia diviricata","H","i",295,"2018-01-01",2,NA,0,7,7,6,25,1.16666666666667,2,91,25
"682.1",682,"Eurbia diviricata","H","i",295,"2018-01-01",2,NA,0,7,7,6,25,1.16666666666667,2,91,25
"682.2",682,"Eurbia diviricata","H","i",295,"2018-01-01",2,NA,0,7,7,6,25,1.16666666666667,2,91,25
"682.3",682,"Eurbia diviricata","H","i",295,"2018-01-01",2,NA,0,7,7,6,25,1.16666666666667,2,91,25
"682.4",682,"Eurbia diviricata","H","i",295,"2018-01-01",2,NA,0,7,7,6,25,1.16666666666667,2,91,25
"682.5",682,"Eurbia diviricata","H","i",295,"2018-01-01",2,NA,0,7,7,6,25,1.16666666666667,2,91,25
"682.6",682,"Eurbia diviricata","H","i",295,"2018-01-01",2,NA,0,7,7,6,25,1.16666666666667,2,91,25
"683",683,"Eurbia diviricata","H","i",296,"2018-01-01",1,NA,0,5,4,11,25,0.454545454545455,2,91,25
"683.1",683,"Eurbia diviricata","H","i",296,"2018-01-01",1,NA,0,5,4,11,25,0.454545454545455,2,91,25
"683.2",683,"Eurbia diviricata","H","i",296,"2018-01-01",1,NA,0,5,4,11,25,0.454545454545455,2,91,25
"683.3",683,"Eurbia diviricata","H","i",296,"2018-01-01",1,NA,0,5,4,11,25,0.454545454545455,2,91,25
"683.4",683,"Eurbia diviricata","H","i",296,"2018-01-01",1,NA,0,5,4,11,25,0.454545454545455,2,91,25
"684",684,"Eurbia diviricata","H","i",297,"2018-01-01",4,NA,0,1,0,12,25,0.0833333333333333,2,91,25
"685",685,"Eurbia diviricata","L","i",298,"2018-01-01",2,NA,0,4,0,13,20,0.307692307692308,2,91,20
"685.1",685,"Eurbia diviricata","L","i",298,"2018-01-01",2,NA,0,4,0,13,20,0.307692307692308,2,91,20
"685.2",685,"Eurbia diviricata","L","i",298,"2018-01-01",2,NA,0,4,0,13,20,0.307692307692308,2,91,20
"685.3",685,"Eurbia diviricata","L","i",298,"2018-01-01",2,NA,0,4,0,13,20,0.307692307692308,2,91,20
"686",686,"Eurbia diviricata","L","i",299,"2018-01-01",2,NA,0,7,4,10,20,0.7,2,91,20
"686.1",686,"Eurbia diviricata","L","i",299,"2018-01-01",2,NA,0,7,4,10,20,0.7,2,91,20
"686.2",686,"Eurbia diviricata","L","i",299,"2018-01-01",2,NA,0,7,4,10,20,0.7,2,91,20
"686.3",686,"Eurbia diviricata","L","i",299,"2018-01-01",2,NA,0,7,4,10,20,0.7,2,91,20
"686.4",686,"Eurbia diviricata","L","i",299,"2018-01-01",2,NA,0,7,4,10,20,0.7,2,91,20
"686.5",686,"Eurbia diviricata","L","i",299,"2018-01-01",2,NA,0,7,4,10,20,0.7,2,91,20
"686.6",686,"Eurbia diviricata","L","i",299,"2018-01-01",2,NA,0,7,4,10,20,0.7,2,91,20
"687",687,"Eurbia diviricata","L","i",300,"2018-01-01",4,NA,0,7,5,8,20,0.875,2,91,20
"687.1",687,"Eurbia diviricata","L","i",300,"2018-01-01",4,NA,0,7,5,8,20,0.875,2,91,20
"687.2",687,"Eurbia diviricata","L","i",300,"2018-01-01",4,NA,0,7,5,8,20,0.875,2,91,20
"687.3",687,"Eurbia diviricata","L","i",300,"2018-01-01",4,NA,0,7,5,8,20,0.875,2,91,20
"687.4",687,"Eurbia diviricata","L","i",300,"2018-01-01",4,NA,0,7,5,8,20,0.875,2,91,20
"687.5",687,"Eurbia diviricata","L","i",300,"2018-01-01",4,NA,0,7,5,8,20,0.875,2,91,20
"687.6",687,"Eurbia diviricata","L","i",300,"2018-01-01",4,NA,0,7,5,8,20,0.875,2,91,20
"688",688,"Hesperis matronalis","H","i",349,"2018-01-01",2,NA,0,6,0,14,25,0.428571428571429,2,91,25
"688.1",688,"Hesperis matronalis","H","i",349,"2018-01-01",2,NA,0,6,0,14,25,0.428571428571429,2,91,25
"688.2",688,"Hesperis matronalis","H","i",349,"2018-01-01",2,NA,0,6,0,14,25,0.428571428571429,2,91,25
"688.3",688,"Hesperis matronalis","H","i",349,"2018-01-01",2,NA,0,6,0,14,25,0.428571428571429,2,91,25
"688.4",688,"Hesperis matronalis","H","i",349,"2018-01-01",2,NA,0,6,0,14,25,0.428571428571429,2,91,25
"688.5",688,"Hesperis matronalis","H","i",349,"2018-01-01",2,NA,0,6,0,14,25,0.428571428571429,2,91,25
"689",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"689.1",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"689.2",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"689.3",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"689.4",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"689.5",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"689.6",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"689.7",689,"Hesperis matronalis","H","i",350,"2018-01-01",2,NA,0,8,0,12,25,0.666666666666667,2,91,25
"690",690,"Hesperis matronalis","H","i",351,"2018-01-01",3,NA,0,4,0,16,25,0.25,2,91,25
"690.1",690,"Hesperis matronalis","H","i",351,"2018-01-01",3,NA,0,4,0,16,25,0.25,2,91,25
"690.2",690,"Hesperis matronalis","H","i",351,"2018-01-01",3,NA,0,4,0,16,25,0.25,2,91,25
"690.3",690,"Hesperis matronalis","H","i",351,"2018-01-01",3,NA,0,4,0,16,25,0.25,2,91,25
"691",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.1",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.2",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.3",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.4",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.5",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.6",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.7",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.8",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"691.9",691,"Hesperis matronalis","L","i",352,"2018-01-01",2,NA,0,10,0,11,20,0.909090909090909,2,91,20
"692",692,"Hesperis matronalis","L","i",353,"2018-01-01",2,NA,0,6,0,16,20,0.375,2,91,20
"692.1",692,"Hesperis matronalis","L","i",353,"2018-01-01",2,NA,0,6,0,16,20,0.375,2,91,20
"692.2",692,"Hesperis matronalis","L","i",353,"2018-01-01",2,NA,0,6,0,16,20,0.375,2,91,20
"692.3",692,"Hesperis matronalis","L","i",353,"2018-01-01",2,NA,0,6,0,16,20,0.375,2,91,20
"692.4",692,"Hesperis matronalis","L","i",353,"2018-01-01",2,NA,0,6,0,16,20,0.375,2,91,20
"692.5",692,"Hesperis matronalis","L","i",353,"2018-01-01",2,NA,0,6,0,16,20,0.375,2,91,20
"693",693,"Hesperis matronalis","L","i",354,"2018-01-01",0,NA,0,5,0,17,20,0.294117647058824,2,91,20
"693.1",693,"Hesperis matronalis","L","i",354,"2018-01-01",0,NA,0,5,0,17,20,0.294117647058824,2,91,20
"693.2",693,"Hesperis matronalis","L","i",354,"2018-01-01",0,NA,0,5,0,17,20,0.294117647058824,2,91,20
"693.3",693,"Hesperis matronalis","L","i",354,"2018-01-01",0,NA,0,5,0,17,20,0.294117647058824,2,91,20
"693.4",693,"Hesperis matronalis","L","i",354,"2018-01-01",0,NA,0,5,0,17,20,0.294117647058824,2,91,20
"698",698,"Polygonum virginiatum","H","i",421,"2018-01-01",1,NA,0,6,1,8,25,0.75,2,91,25
"698.1",698,"Polygonum virginiatum","H","i",421,"2018-01-01",1,NA,0,6,1,8,25,0.75,2,91,25
"698.2",698,"Polygonum virginiatum","H","i",421,"2018-01-01",1,NA,0,6,1,8,25,0.75,2,91,25
"698.3",698,"Polygonum virginiatum","H","i",421,"2018-01-01",1,NA,0,6,1,8,25,0.75,2,91,25
"698.4",698,"Polygonum virginiatum","H","i",421,"2018-01-01",1,NA,0,6,1,8,25,0.75,2,91,25
"698.5",698,"Polygonum virginiatum","H","i",421,"2018-01-01",1,NA,0,6,1,8,25,0.75,2,91,25
"699",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.1",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.2",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.3",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.4",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.5",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.6",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.7",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.8",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.9",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"699.10",699,"Polygonum virginiatum","H","i",422,"2018-01-01",0,NA,0,11,0,4,25,2.75,2,91,25
"700",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.1",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.2",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.3",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.4",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.5",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.6",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.7",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"700.8",700,"Polygonum virginiatum","H","i",423,"2018-01-01",1,NA,0,9,0,6,25,1.5,2,91,25
"701",701,"Polygonum virginiatum","L","i",424,"2018-01-01",1,NA,0,4,3,8,20,0.5,2,91,20
"701.1",701,"Polygonum virginiatum","L","i",424,"2018-01-01",1,NA,0,4,3,8,20,0.5,2,91,20
"701.2",701,"Polygonum virginiatum","L","i",424,"2018-01-01",1,NA,0,4,3,8,20,0.5,2,91,20
"701.3",701,"Polygonum virginiatum","L","i",424,"2018-01-01",1,NA,0,4,3,8,20,0.5,2,91,20
"702",702,"Polygonum virginiatum","L","i",425,"2018-01-01",2,NA,0,4,0,11,20,0.363636363636364,2,91,20
"702.1",702,"Polygonum virginiatum","L","i",425,"2018-01-01",2,NA,0,4,0,11,20,0.363636363636364,2,91,20
"702.2",702,"Polygonum virginiatum","L","i",425,"2018-01-01",2,NA,0,4,0,11,20,0.363636363636364,2,91,20
"702.3",702,"Polygonum virginiatum","L","i",425,"2018-01-01",2,NA,0,4,0,11,20,0.363636363636364,2,91,20
"703",703,"Polygonum virginiatum","L","i",426,"2018-01-01",1,NA,0,5,1,11,20,0.454545454545455,2,91,20
"703.1",703,"Polygonum virginiatum","L","i",426,"2018-01-01",1,NA,0,5,1,11,20,0.454545454545455,2,91,20
"703.2",703,"Polygonum virginiatum","L","i",426,"2018-01-01",1,NA,0,5,1,11,20,0.454545454545455,2,91,20
"703.3",703,"Polygonum virginiatum","L","i",426,"2018-01-01",1,NA,0,5,1,11,20,0.454545454545455,2,91,20
"703.4",703,"Polygonum virginiatum","L","i",426,"2018-01-01",1,NA,0,5,1,11,20,0.454545454545455,2,91,20
"708",708,"Silene vulgaris","H","i",514,"2018-01-01",2,NA,0,1,3,16,25,0.0625,2,91,25
"709",709,"Silene vulgaris","H","i",515,"2018-01-01",0,NA,0,1,0,17,25,0.0588235294117647,2,91,25
"710",710,"Silene vulgaris","H","i",516,"2018-01-01",2,NA,0,1,4,15,25,0.0666666666666667,2,91,25
"711",711,"Silene vulgaris","L","i",517,"2018-01-01",1,NA,0,1,0,20,20,0.05,2,91,20
"713",713,"Silene vulgaris","L","i",519,"2018-01-01",0,NA,0,3,0,19,20,0.157894736842105,2,91,20
"713.1",713,"Silene vulgaris","L","i",519,"2018-01-01",0,NA,0,3,0,19,20,0.157894736842105,2,91,20
"713.2",713,"Silene vulgaris","L","i",519,"2018-01-01",0,NA,0,3,0,19,20,0.157894736842105,2,91,20
"718",718,"Silene stellata","L","i",572,"2018-01-01",16,NA,0,1,0,19,20,0.0526315789473684,2,91,20
"726",726,"Thalictrum dioicum","H","i",670,"2018-01-01",4,NA,0,3,4,8,25,0.375,2,91,25
"726.1",726,"Thalictrum dioicum","H","i",670,"2018-01-01",4,NA,0,3,4,8,25,0.375,2,91,25
"726.2",726,"Thalictrum dioicum","H","i",670,"2018-01-01",4,NA,0,3,4,8,25,0.375,2,91,25
"729",729,"Thalictrum dioicum","L","i",673,"2018-01-01",4,NA,0,2,6,6,20,0.333333333333333,2,91,20
"729.1",729,"Thalictrum dioicum","L","i",673,"2018-01-01",4,NA,0,2,6,6,20,0.333333333333333,2,91,20
"730",730,"Thalictrum dioicum","L","i",674,"2018-01-01",4,NA,0,1,8,6,20,0.166666666666667,2,91,20
"731",731,"Thalictrum dioicum","L","i",675,"2018-01-01",3,NA,0,3,9,4,20,0.75,2,91,20
"731.1",731,"Thalictrum dioicum","L","i",675,"2018-01-01",3,NA,0,3,9,4,20,0.75,2,91,20
"731.2",731,"Thalictrum dioicum","L","i",675,"2018-01-01",3,NA,0,3,9,4,20,0.75,2,91,20
"734",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.1",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.2",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.3",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.4",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.5",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.6",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.7",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.8",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"734.9",734,"Phlox cuspidata","H","i",740,"2018-01-01",3,NA,0,10,5,3,25,3.33333333333333,2,91,25
"735",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.1",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.2",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.3",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.4",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.5",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.6",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.7",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"735.8",735,"Phlox cuspidata","H","i",741,"2018-01-01",4,NA,0,9,2,4,25,2.25,2,91,25
"736",736,"Phlox cuspidata","H","i",742,"2018-01-01",8,NA,0,7,0,8,25,0.875,2,91,25
"736.1",736,"Phlox cuspidata","H","i",742,"2018-01-01",8,NA,0,7,0,8,25,0.875,2,91,25
"736.2",736,"Phlox cuspidata","H","i",742,"2018-01-01",8,NA,0,7,0,8,25,0.875,2,91,25
"736.3",736,"Phlox cuspidata","H","i",742,"2018-01-01",8,NA,0,7,0,8,25,0.875,2,91,25
"736.4",736,"Phlox cuspidata","H","i",742,"2018-01-01",8,NA,0,7,0,8,25,0.875,2,91,25
"736.5",736,"Phlox cuspidata","H","i",742,"2018-01-01",8,NA,0,7,0,8,25,0.875,2,91,25
"736.6",736,"Phlox cuspidata","H","i",742,"2018-01-01",8,NA,0,7,0,8,25,0.875,2,91,25
"737",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.1",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.2",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.3",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.4",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.5",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.6",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.7",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.8",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.9",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"737.10",737,"Phlox cuspidata","L","i",743,"2018-01-01",3,NA,0,11,2,3,20,3.66666666666667,2,91,20
"750",750,"Hesperis matronalis","H","O",13,"2018-08-27",3,0,1,2,0,19,25,0.105263157894737,1,0,25
"750.1",750,"Hesperis matronalis","H","O",13,"2018-08-27",3,0,1,2,0,19,25,0.105263157894737,1,0,25
"751",751,"Hesperis matronalis","H","O",14,"2018-08-27",4,0,1,2,0,19,25,0.105263157894737,1,0,25
"751.1",751,"Hesperis matronalis","H","O",14,"2018-08-27",4,0,1,2,0,19,25,0.105263157894737,1,0,25
"752",752,"Hesperis matronalis","H","O",15,"2018-08-27",4,0,1,3,0,20,25,0.15,1,0,25
"752.1",752,"Hesperis matronalis","H","O",15,"2018-08-27",4,0,1,3,0,20,25,0.15,1,0,25
"752.2",752,"Hesperis matronalis","H","O",15,"2018-08-27",4,0,1,3,0,20,25,0.15,1,0,25
"753",753,"Hesperis matronalis","L","O",16,"2018-08-27",8,0,1,1,0,20,20,0.05,1,0,20
"754",754,"Hesperis matronalis","L","O",17,"2018-08-27",3,0,1,1,0,20,20,0.05,1,0,20
"755",755,"Hesperis matronalis","L","O",18,"2018-08-27",4,0,1,1,0,20,20,0.05,1,0,20
"834",834,"Hesperis matronalis","H","O",13,"2018-08-28",3,1,2,5,0,19,25,0.263157894736842,1,0,25
"834.1",834,"Hesperis matronalis","H","O",13,"2018-08-28",3,1,2,5,0,19,25,0.263157894736842,1,0,25
"834.2",834,"Hesperis matronalis","H","O",13,"2018-08-28",3,1,2,5,0,19,25,0.263157894736842,1,0,25
"834.3",834,"Hesperis matronalis","H","O",13,"2018-08-28",3,1,2,5,0,19,25,0.263157894736842,1,0,25
"834.4",834,"Hesperis matronalis","H","O",13,"2018-08-28",3,1,2,5,0,19,25,0.263157894736842,1,0,25
"835",835,"Hesperis matronalis","H","O",14,"2018-08-28",4,1,2,3,0,19,25,0.157894736842105,1,0,25
"835.1",835,"Hesperis matronalis","H","O",14,"2018-08-28",4,1,2,3,0,19,25,0.157894736842105,1,0,25
"835.2",835,"Hesperis matronalis","H","O",14,"2018-08-28",4,1,2,3,0,19,25,0.157894736842105,1,0,25
"836",836,"Hesperis matronalis","H","O",15,"2018-08-28",4,1,2,3,0,20,25,0.15,1,0,25
"836.1",836,"Hesperis matronalis","H","O",15,"2018-08-28",4,1,2,3,0,20,25,0.15,1,0,25
"836.2",836,"Hesperis matronalis","H","O",15,"2018-08-28",4,1,2,3,0,20,25,0.15,1,0,25
"837",837,"Hesperis matronalis","L","O",16,"2018-08-28",8,1,2,2,0,20,20,0.1,1,0,20
"837.1",837,"Hesperis matronalis","L","O",16,"2018-08-28",8,1,2,2,0,20,20,0.1,1,0,20
"838",838,"Hesperis matronalis","L","O",17,"2018-08-28",3,1,2,2,0,20,20,0.1,1,0,20
"838.1",838,"Hesperis matronalis","L","O",17,"2018-08-28",3,1,2,2,0,20,20,0.1,1,0,20
"839",839,"Hesperis matronalis","L","O",18,"2018-08-28",4,1,2,1,0,20,20,0.05,1,0,20
"878",878,"Silene vulgaris","H","O",57,"2018-08-28",6,1,2,1,0,15,25,0.0666666666666667,1,0,25
"906",906,"Oenethera biennis","H","O",1,"2018-08-29",5,2,3,6,0,20,25,0.3,1,0,25
"906.1",906,"Oenethera biennis","H","O",1,"2018-08-29",5,2,3,6,0,20,25,0.3,1,0,25
"906.2",906,"Oenethera biennis","H","O",1,"2018-08-29",5,2,3,6,0,20,25,0.3,1,0,25
"906.3",906,"Oenethera biennis","H","O",1,"2018-08-29",5,2,3,6,0,20,25,0.3,1,0,25
"906.4",906,"Oenethera biennis","H","O",1,"2018-08-29",5,2,3,6,0,20,25,0.3,1,0,25
"906.5",906,"Oenethera biennis","H","O",1,"2018-08-29",5,2,3,6,0,20,25,0.3,1,0,25
"907",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.1",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.2",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.3",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.4",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.5",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.6",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.7",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.8",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"907.9",907,"Oenethera biennis","H","O",2,"2018-08-29",3,2,3,10,2,18,25,0.555555555555556,1,0,25
"908",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.1",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.2",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.3",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.4",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.5",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.6",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.7",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.8",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"908.9",908,"Oenethera biennis","H","O",3,"2018-08-29",1,2,3,10,0,18,25,0.555555555555556,1,0,25
"918",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.1",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.2",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.3",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.4",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.5",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.6",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.7",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"918.8",918,"Hesperis matronalis","H","O",13,"2018-08-29",3,2,3,9,0,19,25,0.473684210526316,1,0,25
"919",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.1",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.2",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.3",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.4",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.5",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.6",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.7",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
"919.8",919,"Hesperis matronalis","H","O",14,"2018-08-29",4,2,3,9,0,19,25,0.473684210526316,1,0,25
